,DOCNUM,POSTING DATE,EFFECTIVE DATE,CREATE DATE,Customer/Vendor Code,Customer/Vendor Name,LOB,Region,BP TYPE,City,STATE,From WhsCode,From WhsName,To whsCode,TO WhsName,Model TYPE,U_Frt,U_ActShipType,PRODUCT CATEGORY,ItemCode,Description,QUANTITY,RATE,BP CATEGORY,TRANSPORTER NAME,Vehicle Type,Business Heads,U_AssetClass,FlowName,Loss
18525,AN21/352000105,2021-08-12,2021-08-09,2021-08-12,10002863,Cumminity Private Limited _ Dewas,AUTO,West,RENTAL,Dewas,Madhya Pradesh,10002863,Cumminity Private Limited - Dewas,MP02,branch_Indore,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,5,2300,OEM,Activate Enterprises,20ft Vehicle,Amrut Dsak,FLC - Small,CUMMINS TECHNO-DEWAS-CUMMINS TECHNO-DEWAS,11500
18530,KT21/292002574,2021-08-12,2021-08-05,2021-08-12,10003129,GARG PVT Ltd_Kolar,AUTO,South,RENTAL,KOLAR,Karnataka,10003129,GARG PVT Ltd_Kolar,KA02,branch_Bangalore-Hobli,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,OEM,Activate Enterprises,19ft Vehicle,Abhiman Jairam,FLC - Small,GARG PVT-Malur-GARG PVT-Malur,138000
18531,HR21/62003411,2021-08-12,2021-08-12,2021-08-12,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,6000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,115000
18534,GJ21/242002104,2021-08-12,2021-08-12,2021-08-12,10003035,RICA INDUSTRIES Ltd_Halol,AUTO,West,RENTAL,Halol,Gujarat,10003035,RICA INDUSTRIES Ltd-Halol,GJ02,branch_Kanera,Return,3000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,22,2300,OEM,LOGICAL TECH LLP,14Ft Vehicle,Amrut Dsak,FLC - Small,RICO-HALOL-RICO-HALOL,50600
18538,JH21/202000319,2021-08-12,2021-08-11,2021-08-12,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,161000
18541,JH21/202000327,2021-08-13,2021-08-13,2021-08-13,10002965,Tayto Cumen Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002965,Tayto Cumen Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,12000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,30,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA CUMM -JAMSHEDPU-TATA CUMM -JAMSHEDPU,69000
18543,UT21/52000514,2021-08-13,2021-08-13,2021-08-13,10002904,Ashoka Pvt Ltd _ Pantnagar,AUTO,North,RENTAL,Pantnagar,Uttarakhand,10002904,Ashoka Pvt Ltd - Pantnagar,UT01,branch_Rudrapur,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,48,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,ALL-PANTNAGAR-ALL-PANTNAGAR,110400
18544,HR21/62003448,2021-08-13,2021-08-12,2021-08-13,10002923,Swara L Ltd _ Mohali,AUTO,North,RENTAL,Mohali,Punjab,10002923,Swara L Ltd - Mohali,HY01,branch_Pataudi,Return,11000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,OEM,NV1 Logistics Pvt. Ltd.,19ft Vehicle,Anup Soni,FLC - Small,SWARAJ ENGINE-MOHALI-SWARAJ ENGINE-MOHALI,115000
18546,MH21/272005245,2021-08-13,2021-08-12,2021-08-13,10003009,UCAL FUEL SYSTEMS LTD _ Aurangabad,AUTO,West,RENTAL,Aurangabad,Maharashtra,10003009,UCAL FUEL SYSTEMS LTD - Aurangabad,MH02,branch_Pune,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,OEM,Activate Enterprises,17ft Vehicle,Amrut Dsak,FLC - Small,UCAL FUEL-AURANGABAD-UCAL FUEL-AURANGABAD,115000
18548,MH21/272005231,2021-08-13,2021-08-13,2021-08-13,10002906,Maha AM Ltd_ Nashik,AUTO,West,RENTAL,Nashik,Maharashtra,10002906,Maha AM Ltd- Nashik,MH02,branch_Pune,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,39,2300,OEM,Activate Enterprises,32ft SXL,Amrut Dsak,FLC - Small,M&M-NASHIK-M&M-NASHIK,89700
18550,HR21/62003431,2021-08-13,2021-08-13,2021-08-13,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,6500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,56,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,128800
18553,HR21/62003429,2021-08-13,2021-07-24,2021-08-13,10002776,Osward Pvt Limited _ Faridabad,AUTO,North,RENTAL,Faridabad,Haryana,10002776,Osward Pvt Limited _ Faridabad,HY01,branch_Pataudi,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,1,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,OSWAL-FARIDABAD-OSWAL-FARIDABAD,2300
18556,MH21/272005241,2021-08-13,2021-08-13,2021-08-13,10002908,SUPRA TC _ Aurangabad,AUTO,West,RENTAL,Aurangabad,Maharashtra,10002908,SUPREME TRANSPORT COMPANY - Aurangabad,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,35,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,SUPREME T-AURANGABAD-SUPREME T-AURANGABAD,80500
18563,GJ21/242002144,2021-08-13,2021-08-12,2021-08-13,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,22,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,50600
18566,MH21/272005235,2021-08-13,2021-08-10,2021-08-13,10002875,Tayto Cumen Limited _ phaltan,AUTO,West,RENTAL,Phaltan,Maharashtra,10002875,Tayto Cumen Limited - phaltan,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,44,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,TATA CUMM -PHALTAN-TATA CUMM -PHALTAN,101200
18574,UP21/92003028,2021-08-14,2021-08-14,2021-08-14,10002902,GARG PVT _ GR NOIDA,AUTO,North,RENTAL,Greater Noida,Uttar Pradesh,10002902,GARG PVT - GR NOIDA,UP04,branch_G.Noida,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,35,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-G NOIDA-GABRIEL-G NOIDA,80500
18575,TN21/332003171,2021-08-14,2021-08-12,2021-08-14,10003038,Kobel CE Pvt Ltd_Chittor,AUTO,South,RENTAL,Chittoor,Andhra Pradesh,10003038,Kobel CE Pvt Ltd_Chittor,TN02,branch_Chennai,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Shriy Packers And Movers,20ft Vehicle,Abhiman Jairam,FLC - Small,KOBELCO-CHITTOR-KOBELCO-CHITTOR,161000
18576,TN21/332003165,2021-08-14,2021-08-14,2021-08-14,10002721,Lucas TVS LTD _ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002721,Lucas TVS LTD - Chennai,TN02,branch_Chennai,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,30,2300,Non-OEM,Shriy Packers And Movers,20ft Vehicle,Abhiman Jairam,FLC - Small,LUCAS TVS-CHENNAI-LUCAS TVS-CHENNAI,69000
18579,JH21/202000332,2021-08-14,2021-07-23,2021-08-14,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,161000
18582,UT21/52000517,2021-08-14,2021-08-13,2021-08-14,10002911,Maha AM LTD _ Rudrapur,AUTO,North,RENTAL,Rudrapur,Uttarakhand,10002911,Maha AM LTD. - Rudrapur,UT01,branch_Rudrapur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,M&M-RUDRAPUR-M&M-RUDRAPUR,115000
18586,TN21/332003175,2021-08-14,2021-08-13,2021-08-14,10002962,Daimler _DC_ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002962,Daimler _DC_ Chennai,TN02,branch_Chennai,Return,6.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,OEM,Activate Enterprises,20ft Vehicle,Abhiman Jairam,FLC - Small,DAIMLER-CHENNAI-DAIMLER-CHENNAI,138000
18594,HR21/62003452,2021-08-14,2021-08-13,2021-08-14,10002907,BRAC INDIA PRIVATE LIMITED _ Bawal,AUTO,North,RENTAL,Bawal,Haryana,10002907,BRAC INDIA PRIVATE LIMITED - Bawal,HY01,branch_Pataudi,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,NV1 Logistics Pvt. Ltd.,20ft Vehicle,Anup Soni,FLC - Small,BRAC-BAWAL-BRAC-BAWAL,103500
18597,TN21/332003167,2021-08-14,2021-08-14,2021-08-14,10002927,RICA INDUSTRIES LTD _ Kanchipuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002927,RICA INDUSTRIES LTD - Kanchipuram,TN02,branch_Chennai,Return,7000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,67,2300,Non-OEM,Activate Enterprises,20ft Vehicle,Abhiman Jairam,FLC - Small,RICO-KANCHEEPURAM-RICO-KANCHEEPURAM,154100
18602,TN21/332003160,2021-08-14,2021-08-14,2021-08-14,10002802,Crafyy LIMITED _ Bangalore,AUTO,South,RENTAL,Bangalore,Karnataka,10002802,Crafyy LIMITED - Bangalore,TN02,branch_Chennai,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,1,2300,Non-OEM,Activate Enterprises,20ft Vehicle,Abhiman Jairam,FLC - Small,CRAFTSMAN-BANGALORE-CRAFTSMAN-BANGALORE,2300
18603,HR21/62003461,2021-08-14,2021-08-14,2021-08-14,10002907,BRAC INDIA PRIVATE LIMITED _ Bawal,AUTO,North,RENTAL,Bawal,Haryana,10002907,BRAC INDIA PRIVATE LIMITED - Bawal,HY01,branch_Pataudi,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,OEM,NV1 Logistics Pvt. Ltd.,20ft Vehicle,Anup Soni,FLC - Small,BRAC-BAWAL-BRAC-BAWAL,138000
18615,GJ21/242002152,2021-08-14,2021-08-13,2021-08-14,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,100,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,230000
18621,GJ21/242002150,2021-08-14,2021-08-13,2021-08-14,10002910,MAM_Rajkot _ Rajkot,AUTO,West,RENTAL,Rajkot,Gujarat,10002910,MAM_Rajkot _ Rajkot,GJ02,branch_Kanera,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,34,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-RAJKOT-M&M-RAJKOT,78200
18622,TN21/332003162,2021-08-14,2021-08-14,2021-08-14,10006467,Mandi AI Private Limited_ Kanchipuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10006467,Mandi AI Private Limited_ Kanchipuram,TN02,branch_Chennai,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,34,2300,OEM,Activate Enterprises,20ft Vehicle,Abhiman Jairam,FLC - Small,MANDO-KANCHIPURAM-MANDO-KANCHIPURAM,78200
18625,TN21/332003173,2021-08-14,2021-08-14,2021-08-14,10002962,Daimler _DC_ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002962,Daimler _DC_ Chennai,TN02,branch_Chennai,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,OEM,Activate Enterprises,20ft Vehicle,Abhiman Jairam,FLC - Small,DAIMLER-CHENNAI-DAIMLER-CHENNAI,138000
18628,TN21/332003160,2021-08-14,2021-08-14,2021-08-14,10002802,Crafyy LIMITED _ Bangalore,AUTO,South,RENTAL,Bangalore,Karnataka,10002802,Crafyy LIMITED - Bangalore,TN02,branch_Chennai,Return,6500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000003,BFLC PP 1465 X 1130,21,2700,Non-OEM,Activate Enterprises,20ft Vehicle,Abhiman Jairam,FLC - Big,CRAFTSMAN-BANGALORE-CRAFTSMAN-BANGALORE,56700
18631,HR21/62003459,2021-08-14,2021-08-13,2021-08-14,10002935,ESCORD LTD _ Faridabad,AUTO,North,RENTAL,Faridabad,Haryana,10002935,ESCORTS LTD - Faridabad,HY01,branch_Pataudi,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,ESCORTS-FARIDABAD-ESCORTS-FARIDABAD,103500
18635,MP21/232000557,2021-08-16,2021-08-13,2021-08-16,10002900,Johni D Dewas _ Indore,AUTO,West,RENTAL,Indore,Madhya Pradesh,10002900,Johni D Dewas _ Indore,MP02,branch_Indore,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,41,2300,OEM,Activate Enterprises,20ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-INDORE-JOHN DEERE-INDORE,94300
18637,UT21/52000525,2021-08-16,2021-08-16,2021-08-16,10002904,Ashoka Pvt Ltd _ Pantnagar,AUTO,North,RENTAL,Pantnagar,Uttarakhand,10002904,Ashoka Pvt Ltd - Pantnagar,UT01,branch_Rudrapur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,ALL-PANTNAGAR-ALL-PANTNAGAR,115000
18643,MH21/272005325,2021-08-16,2021-08-14,2021-08-16,10002933,Maha AM Ltd _ Igatpuri,AUTO,West,RENTAL,Igatpuri,Maharashtra,10002933,Maha AM Ltd - Igatpuri,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,25,2300,OEM,Activate Enterprises,20ft Vehicle,Amrut Dsak,FLC - Small,M&M-IGATPURI-M&M-IGATPURI,57500
18644,HR21/62003507,2021-08-16,2021-08-16,2021-08-16,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,115000
18649,MH21/272005329,2021-08-16,2021-08-13,2021-08-16,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,44,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,101200
18650,GJ21/242002185,2021-08-16,2021-08-14,2021-08-16,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,2700.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,100,2300,OEM,Activate Enterprises,19ft Part Load,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,230000
18653,HR21/62003493,2021-08-16,2021-08-14,2021-08-16,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,56,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,128800
18655,HR21/62003490,2021-08-16,2021-08-14,2021-08-16,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,115000
18656,MH21/272005385,2021-08-16,2021-08-12,2021-08-16,10002943,Fia Pvt Ltd _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002943,Fia Pvt Ltd _ Pune,MH02,branch_Pune,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,27,2300,OEM,Activate Enterprises,14Ft Vehicle,Amrut Dsak,FLC - Small,FIAT INDIA-PUNE-FIAT INDIA-PUNE,62100
18658,UT21/52000522,2021-08-16,2021-08-14,2021-08-16,10002977,Shri Niyan Engg_ Rudrapur,AUTO,North,RENTAL,Rudrapur,Uttarakhand,10002977,Shri Niyan Engg- Rudrapur,UT01,branch_Rudrapur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,12,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,SHRINIWAS-RUDRAPUR-SHRINIWAS-RUDRAPUR,27600
18659,UT21/52000520,2021-08-16,2021-08-14,2021-08-16,10002916,TMO Ltd _ Pantnagar,AUTO,North,RENTAL,Pantnagar,Uttarakhand,10002916,TMO Ltd - Pantnagar,UT01,branch_Rudrapur,Return,6.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,30,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -PANTNAGAR-TATA MOTO -PANTNAGAR,69000
18669,MH21/272005364,2021-08-16,2021-08-16,2021-08-16,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,MH02,branch_Pune,Return,6.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,120,2300,OEM,LOGICAL TECH LLP,32ft SXL,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,276000
18670,MH21/272005362,2021-08-16,2021-08-14,2021-08-16,10002941,TMO Car plant _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002941,TMO Car plant - Pune,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,7,2300,OEM,Activate Enterprises,17ft Vehicle,Amrut Dsak,FLC - Small,TMO CAR-PUNE-TMO CAR-PUNE,16100
18671,HR21/62003487,2021-08-16,2021-08-14,2021-08-16,10002923,Swara L Ltd _ Mohali,AUTO,North,RENTAL,Mohali,Punjab,10002923,Swara L Ltd - Mohali,HY01,branch_Pataudi,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,OEM,NV1 Logistics Pvt. Ltd.,19ft Vehicle,Anup Soni,FLC - Small,SWARAJ ENGINE-MOHALI-SWARAJ ENGINE-MOHALI,115000
18677,HR21/62003485,2021-08-16,2021-08-13,2021-08-16,10002918,Maha AM Ltd _ Haridwar,AUTO,North,RENTAL,Haridwar,Uttarakhand,10002918,Maha AM Ltd - Haridwar,HY01,branch_Pataudi,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,11,2300,OEM,NV1 Logistics Pvt. Ltd.,20ft Vehicle,Anup Soni,FLC - Small,M&M-HARIDWAR-M&M-HARIDWAR,25300
18678,UP21/92003063,2021-08-16,2021-08-10,2021-08-16,10002924,TMO Ltd _ Lucknow,AUTO,North,RENTAL,Lucknow,Uttar Pradesh,10002924,TMO Ltd - Lucknow,UP05,branch_Lucknow,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,22,2300,OEM,Rane Transport Company,19ft Vehicle,Anup Soni,FLC - Small,TMO -LUCKNOW-TMO -LUCKNOW,50600
18683,MH21/272005327,2021-08-16,2021-08-14,2021-08-16,10002941,TMO Car plant _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002941,TMO Car plant - Pune,MH02,branch_Pune,Return,5800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,44,2300,OEM,Activate Enterprises,17ft Vehicle,Amrut Dsak,FLC - Small,TMO CAR-PUNE-TMO CAR-PUNE,101200
18686,HR21/62003528,2021-08-17,2021-08-17,2021-08-17,10002907,BRAC INDIA PRIVATE LIMITED _ Bawal,AUTO,North,RENTAL,Bawal,Haryana,10002907,BRAC INDIA PRIVATE LIMITED - Bawal,HY01,branch_Pataudi,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,NV1 Logistics Pvt. Ltd.,20ft Vehicle,Anup Soni,FLC - Small,BRAC-BAWAL-BRAC-BAWAL,103500
18691,JH21/202000338,2021-08-17,2021-07-24,2021-08-17,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,161000
18692,JH21/202000334,2021-08-17,2021-08-16,2021-08-17,10002870,Safety AS Pvt Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002870,Safety AS Pvt Ltd _ Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,20,2300,Non-OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,SAFE EXP-JAMSHEDPUR-SAFE EXP-JAMSHEDPUR,46000
18694,JH21/202000339,2021-08-17,2021-08-17,2021-08-17,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,71,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,163300
18704,HR21/62003530,2021-08-17,2021-08-17,2021-08-17,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,115000
18715,GJ21/242002207,2021-08-17,2021-08-16,2021-08-17,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,4500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,2,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,4600
18718,GJ21/242002202,2021-08-17,2021-08-17,2021-08-17,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,90,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,207000
